transaction_id,original_cost,length,path
5771,,-1,[]
5772,1.06,2,"[np.str_('020b8474e0100b419418c16bf2e04cb9f836140cfb45ecd375c47928a573a9d3bd'), '030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f', '036b343eb46c5db996d3d1e2c6cc9742cbfa7e3b4146d4b4b0aef694b6d12960c8_trg']"
5773,,-1,[]
5774,1.73,4,"[np.str_('03a8d85cfaac5fc6e5e338940e7f35825dfbf96d4ebdd345837050e5224db1b73e'), '0215f33968047401f191b2c3203ece6d5781ca7f2c018e7795d5e5ddc05c8b4ebd', '034143d1a45cb9bcb912eab97facf4a971098385c4701753d6bc40e52192d0c04f', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02ee8c40b64c2bd14bba4a7a7a80b06065f3a683b2f02b9580be5e8bffe201beda_trg']"
5775,,-1,[]
5776,,-1,[]
5777,30.56,3,"[np.str_('0273209369cf43965cf46be5ba41dd5e04756a658c440c873083f36344dc01a040'), '0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '030043d0a2cfb69d80867094eb030f8abde7a5dc36e1a0faece73e614cf779bde8_trg']"
5778,33.06,3,"[np.str_('0349bc359e1ffdde229be408faba2fb6ecfa66251c66d5fa73a3151c261a7da0f4'), '02523f947272e18da0b01d70535ce2b3002a92bdfbcab4cbe123151081f395d6c5', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '036a33e92cda2679ac91ac0467acb1ba33396c0df1119521653e0f269c275dd6bf_trg']"
5779,1.242,4,"[np.str_('027004a5a1f1f7a5678ef82622e069d154f1c4f8ec3eec230785ad5a2f06c336e7'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '03c8f4af5bc995453192a98ea9305df4980c027b1d890973d0ba5d7217a3afed2c', '03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601', '03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d_trg']"
5780,0.221,3,"[np.str_('03496fa3552fe07046fa92bedb79f20d5d3de41265161a16446c3b398168cc0ecb'), '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
5781,0.06,2,"[np.str_('0370cf2693c16b5dc1632ae69e4751a0a88fa8f5705d53cb4c9cf805e5ef57aa45'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600_trg']"
5782,0.12,3,"[np.str_('0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4'), '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03e5a594f574f845409d474c105c5d233291f94d1fba4ee6a4de595c576bd2f4e1_trg']"
5783,8.281,5,"[np.str_('03d0ba7c86a3c37a6ea564e44ec798de0a6a107484d778a40a55040c6326833c69'), '028303182c9885da93b3b25c9621d22cf34475e63c123942e402ab530c0556e675', '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276', '024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204_trg']"
5784,1.06,2,"[np.str_('039ac7c1536c2441cf42c9964d2614984cbc99f7ffb474e9affb451af8210a9c6f'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '0276e09a267592e7451a939c932cf685f0754de382a3ca85d2fb3a864d4c365ad5_trg']"
5785,,-1,[]
5786,,-1,[]
5787,31.56,3,"[np.str_('03ac2a5d7df493c67195067dfb38e7e250c89ecb4fe5c2d918fc31fd9a08695516'), '02b4cb8be9077c3b14d6aa575bc94adbc0e08f9f2dedfbc5774ded9095079740f0', '0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0', '029796d2cddc880f91d653ab6774626b80a4fda3a8ff12eeda33d14e9dc81d1098_trg']"
5788,0.341,5,"[np.str_('0269b91661812bae52280a68eec2b89d38bf26b33966441ad70aa365e120a125ff'), '02c5371591b640da03f9a645e2ddfa5620d8537388b03ddd524d36766c0f550db0', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420', '03ec04f72acc78574023c6500c5422fba7484f12bea3dcba1b68e6805eb17d8716_trg']"
5789,,-1,[]
5790,,-1,[]
5791,,-1,[]
5792,,-1,[]
5793,,-1,[]
5794,,-1,[]
5795,,-1,[]
5796,,-1,[]
5797,3.18,4,"[np.str_('028cd60c408b8224fc6c6eeb3b87e8b10cd70ca1db240036a6bec0254753639812'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '03c44a3fef1637aae26c96bbe932baf5094b6f48a060d8944bd32d4f67032cc027', '024cb8d75de288f7b4f36acc8877c98dd48e5174fe8db35a9c2331dc8ed76dd204', '0250a7b4a1e37d1f47aafa08a80898956e500211288f9728d54909c8653be04132_trg']"
5798,601.18,5,"[np.str_('0349382bd894403988032f446cd2ad58a311685260885f50b483807ff356caf108'), '020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b', '02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf', '022706ea6499a904b0a545fa6212455bb3fbd0b608e901e3e652a85219b2ed0fd8_trg']"
5799,1.9200000000000002,3,"[np.str_('022a94ee8d3b1dd52066b33a46a8f1f7ed0d4a9dcf5b0f310ce52e94a392a79299'), '03957c801187ade4aaeee6ca1e3f23eeb7413a84558ff1f3543cb41f5f86da609a', '030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f', '026d92e8c39aa2c08d51b56647508be2c8de32e71a69ca2f3f5880c46c5d8e0ea7_trg']"
5800,60.159,3,"[np.str_('03dfb3bf3376eed168a10baf0cc8774cc77be13164f9f0cf23e68e431770d46785'), '0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4', '0388a2cd707ac944a2b0c8adbf67c4a313d24b6dc2ab2baba842f9a9eecf925131', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
5801,1.7590000000000001,3,"[np.str_('02b0a4e168c2e7f81ae8bcb50495621285903b99d960a5c79f7bcfb833065ea7aa'), '02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f', '0388a2cd707ac944a2b0c8adbf67c4a313d24b6dc2ab2baba842f9a9eecf925131', '03a5886df676f3b3216a4520156157b8d653e262b520281d8d325c24fd8b456b9c_trg']"
5802,0.06,2,"[np.str_('03644f46c7ee18c3a0b78d1687a6bfc26ed519efa2b92d52709b67c3d234e0ab2b'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02f9c7deb297e32fc3d3d55f336176055cd667a2fada0bd5663e7413e1aba55b86_trg']"
5803,,-1,[]
5804,,-1,[]
5805,,-1,[]
5806,,-1,[]
5807,1.06,2,"[np.str_('021089f434244e1357d6a0ec5d1a53f09c30a07acb0be6fb37e79be67eb4c68c32'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '032060a40a94dc7b848d02314e4ccebe20f451dc87f28c1ed685caa58bfcc3989a_trg']"
5808,,-1,[]
5809,0.0,1,"[np.str_('0338dc6255ff4ae3452610f01a555d6f15c8a88b77bf46a240f8cf43b26826e422'), '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
5810,,-1,[]
5810,,-1,[]
5811,1.06,2,"[np.str_('0324957a5ab4f045fc02a492eb7a3ff375a4bcec059a6a31cdb6360a5aab7c53e0'), '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520', '02c12b5459cf107ee0440cae41902f1189db50fa003a077f3a6fbe6b5760218695_trg']"
5812,60.0,2,"[np.str_('02c8d0eef6feed8479662070608b76f5bb3527a891e9f0688e246c6483c4ace943'), '0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
5813,60.0,2,"[np.str_('026d9c78088e1cdf96c5478aeadb1d83e981f6a9ea03113fa4182bed3d91c697ed'), '0279c22ed7a068d10dc1a38ae66d2d6461e269226c60258c021b1ddcdfe4b00bc4', '0348eb55a7cd2332c3bcf5cf1bd81732d96d99caa56290de57eb02fac3c997d217_trg']"
5814,,-1,[]
5815,,-1,[]
5816,0.12,3,"[np.str_('03c2d52cdcb5ddd40d62ba3c7197260b0f7b4dcc29ad64724c68426045919922f0'), '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02725e5abcbf5550fc29e6b19706a1377f25d2b1502684f9be9965b6deac167520_trg']"
5817,0.06,2,"[np.str_('02ab27fc52217221cc6213bfacc17330e048c67320223cdb44f1c3887c0101e826'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02e5353624ec2180f6fd1b584dea493b91f982764db8e2cf520a0f1d18cf0f9d7e_trg']"
5818,,-1,[]
5819,,-1,[]
5820,0.16,2,"[np.str_('020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b'), '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '02f3067188240c75beb36477db63771f66c976f7e5bdd6f6ace5508396aba24815_trg']"
5821,,-1,[]
5822,1.06,2,"[np.str_('03454214c65748030e9b92d05b585e263b8f8fafa4c6697e1acf8e5f13cd9e6de4'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
5823,,-1,[]
5824,61.5,2,"[np.str_('0341f5ff2992997613aff5675d6796232a63ab7f30136219774da8aba431df37c8'), '03a503d8e30f2ff407096d235b5db63b4fcf3f89a653acb6f43d3fc492a7674019', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
5825,,-1,[]
5826,1.12,3,"[np.str_('02eea148af01585bf2b596577352d48841f0dd825d9f0d5916b4195db1c7beae41'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b', '025cb2d324ae423d32984c7fc74edd7185b9fc9bd473d389f12483e3738d526600_trg']"
5827,1.402,5,"[np.str_('02881a55acfe466dc3698abe31f412260edeff067cafac8d5c26213a7207f19930'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '03c8f4af5bc995453192a98ea9305df4980c027b1d890973d0ba5d7217a3afed2c', '03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601', '0384417e479afb21bff425f467382f9c064ac08bd422ea36542fa6799e026d77e6', '038df0bd2fad1bfe42d177f18ea5e33543e2b855ef369d06bd94b81d2c87187c82_trg']"
5828,,-1,[]
5829,,-1,[]
5830,,-1,[]
5831,,-1,[]
5832,0.06,2,"[np.str_('02c6d11e7a402d50284ef53638bbd517a220ae682fd3ec6b6fddaacf6d1e81e0cf'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '025d2034de4a757b23d048dd10fcc37f169e0b0c0b2f6c734891d6d5f89afac50f_trg']"
5833,0.16,3,"[np.str_('028b3ba3aa14be49e5096758c2b062114251eafd9a3dec502c64f3f079322672cb'), '034955913a44e335be62b4e9ee33be036f72d150302163d2cd02ae6546ce9ce899', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
5834,0.06,2,"[np.str_('031e47777e35627e1018bc886ee24f81633a54527cfce24df0183a8fee7b3a24ef'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
5835,0.0,1,"[np.str_('0331c5884eb8cf52fd8420083554509f5c1e77d0fc0a1ebd355957c0959bdbe231'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
5836,0.0,1,"[np.str_('03634bda49c9c42afd876d8288802942c49e58fbec3844ff54b46143bfcb6cdfaf'), '03ffbf7ef99f52555d40b3eee011dc6042541fa5f49629cbfb64f8c1730726b101_trg']"
5837,,-1,[]
5838,,-1,[]
5839,,-1,[]
5840,1.119,3,"[np.str_('02ede2c27062cc2b0a04aa49fb456fba071bb160b24e54d3e1252b8404db2a298a'), '0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf', '02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96', '0217890e3aad8d35bc054f43acc00084b25229ecff0ab68debd82883ad65ee8266_trg']"
5841,,-1,[]
5842,,-1,[]
5843,1.12,3,"[np.str_('03c492f46d8e0a6256bb9c5c42f2aed24717f70a3f39e0961419dee511688e3110'), '030c3f19d742ca294a55c00376b3b355c3c90d61c6b6b39554dbc7ac19b141c14f', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '031f8400b123834edd5736de9aac14ec0d77c11bff27f5a6eb0da5f6ce66ef0975_trg']"
5844,2.18,4,"[np.str_('03a32888c5db46e13d1aa07cb03036f130415477a9ffb09d58c1cd54f777fbbdd9'), '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b', '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda', '027be164a1ce7cca51a9fbfa2ce7d833dee7ee18827f4121e84e8132a2bd782418_trg']"
5845,,-1,[]
5846,,-1,[]
5847,1.3,6,"[np.str_('02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856'), '037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420', '02e2670a2c2661a9eea13b7cfdcdd7f552f591b9ee60e5678b7abe77b7f9516f96', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02c16cca44562b590dd279c942200bdccfd4f990c3a69fad620c10ef2f8228eaff', '021bbb8db00487ea8cc040533224f6bca1dae0b2aaf5489797eee16ebd2b6ad00b', '020211194bc7e5830673f87346e77f125c9eca59b308c041f9a54a62be8374f344_trg']"
5848,1.28,4,"[np.str_('026c49329e78135c5c2c479fe48b711dc97abd6a6f9d834b701cd44d99d6d2378e'), '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02e9046555a9665145b0dbd7f135744598418df7d61d3660659641886ef1274844', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '0357e23939805a0a739b693107f1efd33936023afb7dea6472cd2118df6a0a7036_trg']"
5849,,-1,[]
5850,2.18,4,"[np.str_('0222a703b424107f238993588058d942a2b5d67fcb8404bb576f9036729131a96b'), '0212864d59d5a902634c4a3186615446e9d56c17b14600f3b74fbabe3509aa707f', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '033ac2f9f7ff643c235cc247c521663924aff73b26b38118a6c6821460afcde1b3', '03c4bb19c3a388d790968328b0f0d187a1a28597d3ad082200a47baadfdb6aee8d_trg']"
5851,0.0,1,"[np.str_('02b0172bb38617fa3afdb69664468b492d5a21062a4fa8b47284b0cc320e6e7420'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
5852,2.049,3,"[np.str_('020675f1b6a63a748f8f674400e94472307d0204352238b17375777e6b89aef047'), '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '02868e12f320073cad0c2959c42559fbcfd1aa326fcb943492ed7f02c9820aa399_trg']"
5853,1.1800000000000002,4,"[np.str_('03f7afe8fdb547261fc1d7902c6c3515195813a9b2ebe8ec401e1253d4ff977cf0'), '032c4b954f0f171b694b5e8e8323589e54196b48cf2efc27692513a360cb11d76f', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '0232e20e7b68b9b673fb25f48322b151a93186bffe4550045040673797ceca43cf_trg']"
5854,1.06,2,"[np.str_('03640b8546babaf6a40888204b1e725e52cba7bb9e0d6748df263fa1704d5fe94a'), '02690881543d633f3a16c8ff97397f3f2e8765a15f5ac057d701243e5adb7ba856', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469_trg']"
5855,1.6600000000000001,3,"[np.str_('03398603de59d47f16bed1232bcc3da6715745e6609e84b33548755322af391f23'), '03e81a5b8af31bc00a1c1c08419d3272b4982db02feafd739904df2edfcbdf6f7e', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '021607cfce19a4c5e7e6e738663dfafbbbac262e4ff76c2c9b30dbeefc35c00643_trg']"
5856,2.18,4,"[np.str_('0327e003e3c742db9a77f436e672bd42bd4a302ec0f92f0486c4fe09143bcfb0b9'), '023f5e3582716bed96f6f26cfcd8037e07474d7b4743afdc8b07e692df63464d7e', '02c397cafee99ff94f53ce9ef372b0fc4e8e33cf6ef1f4730aee2b245139e26943', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '02eed1306cf1ca184f90f72ea438bc63e033e73b5be4391eff4ed7bd67ad9ec24d_trg']"
5857,1.12,3,"[np.str_('0204a2b95b4c208383d7f02e741a8bfd5b5b7e8bea8d1543b1255da8342d9f2c6b'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '032b2b3f4abda9677bb9563e226c068d3a2456fb8b036635a81c9bcaa1671d1ada', '02b7207ed5d65c89646ac64a39a183dc6fbe45f63be59ad7442ce894cee5aea8dc_trg']"
5858,2.12,3,"[np.str_('036ea2480936850c5d64a3266ae25e70e479f2fc54fb70f44e1c938d10d8173bf3'), '031678745383bd273b4c3dbefc8ffbf4847d85c2f62d3407c0c980430b3257c403', '02ab9dabbf646626d32863e9dc81560e48681d2a49e0da3fbb4b4df11a58cc0fd3', '02308c54b63e2c1375a52ce6ca27b171188f99e7c274eaf14be396289d93fb6003_trg']"
5859,0.18,4,"[np.str_('024f912a9b27a495839ba6f1f6beef4366748067023497810d42a3b4975b02b80c'), '037eb17d0fee2d20bacea3d78940b40f4ac61a5a7040a23b6e8280c80d7ebfb420', '03d24a4d2c8841890779f3c788cd269d467ad8ff8fcfdc21c8ceead42c7dd7f04b', '0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6', '0260fab633066ed7b1d9b9b8a0fac87e1579d1709e874d28a0d171a1f5c43bb877_trg']"
5860,,-1,[]
5861,,-1,[]
5862,,-1,[]
5863,,-1,[]
5864,,-1,[]
5865,1.12,3,"[np.str_('022df3659d511f156e3ee91ef608a095ce3399234d374c7105356a36a904469372'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '0331f80652fb840239df8dc99205792bba2e559a05469915804c08420230e23c7c', '02d0ec59114b2772fd5dcd7a7724f3c47a9929143a7c1b027d1b2e06dccd6fc60a_trg']"
5866,,-1,[]
5867,,-1,[]
5868,,-1,[]
5869,2.12,3,"[np.str_('021d1ecae51aa1373d322152c1ba3cd785492a5d4d8a3fa388a9a1bfb2a5ad2903'), '037adcc69c3bc426516184dede4078dfa81a0d8131ae95b37d90e68edc89731f41', '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '039f01ad62e5208940faff11d0bbc997582eafad7642aaf53de6a5f6551ab73400_trg']"
5870,1.06,2,"[np.str_('0324f9a56a8272ff691994918692cfb9a5d77d1ca534559bc0720571aec491e5dc'), '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961', '02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d_trg']"
5871,1.6600000000000001,3,"[np.str_('02ee8c40b64c2bd14bba4a7a7a80b06065f3a683b2f02b9580be5e8bffe201beda'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '03301e633b25d769377bf75ce6b6ed2ec570270bc06c8c02bf33c5bd2aa47da098', '03ecc0c608148e7318364aaf519e9da623bb67802afc2896652ffb8006aae1e505_trg']"
5872,,-1,[]
5873,1.06,2,"[np.str_('03137d8103732bff159208ea142c5a57a2e97c299b2c368a585e6f857cb123e7f6'), '0330f0afe893e809d8790b26b40d9353f586ef0894d4ae704d06be24538c030457', '021d9deaf090a021c6e464e3becc5296161e8aaf5de3c7a1d517838cd74525834f_trg']"
5874,,-1,[]
5875,,-1,[]
5876,1.2400000000000002,5,"[np.str_('02da65c851216c09066b2ece048af560dcf5524fc96bf6e22fc5d872c42740fa4c'), '021bbb8db00487ea8cc040533224f6bca1dae0b2aaf5489797eee16ebd2b6ad00b', '02c16cca44562b590dd279c942200bdccfd4f990c3a69fad620c10ef2f8228eaff', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '023d280ae29f84dcfd289eb66b57227fea3a7bde97ec2869923d3c4d5c6a426028_trg']"
5877,30.5,2,"[np.str_('035874bc6d6e70c833c7e124700b06c8cd0db5f9990b6f813a6d3aabd4851596d7'), '0390b5d4492dc2f5318e5233ab2cebf6d48914881a33ef6a9c6bcdbb433ad986d0', '02c69a0b4cb468660348d6d457d9212563ad08fb94d424395da6796fb74a13f276_trg']"
5878,,-1,[]
5879,8.6,3,"[np.str_('0319b565f91688b1efb9f8d43ea2b043ee781292a2737fa8a1e4d403b1b13e76b4'), '03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f', '02df5ffe895c778e10f7742a6c5b8a0cefbe9465df58b92fadeb883752c8107c8f', '0363f6132fa34f0cffcf18b94218cacff7fefebbd085ffdd0cb1bd37d12461f685_trg']"
5880,,-1,[]
5881,3.24,5,"[np.str_('039ed0b01f0dd48641e99f78cc282b8b1339ea87fa2571f7aebb37636553511909'), '035392249d0fa141c2607f3e97df94ab075fd386916a774df193158522ba5a9146', '021bbb8db00487ea8cc040533224f6bca1dae0b2aaf5489797eee16ebd2b6ad00b', '039026382473c677f291d6a16b8b6b5af02813cc018336330fc3f34828f3d8d062', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '025ec98aec0297b115008e29628762a6f9a6b14fae97aeb53d63a86e193374852f_trg']"
5882,1.12,3,"[np.str_('021cc915bc3bd171561e3cbe9e4b071d11bb8e1e66c2ee7bcb51897c67147d16f9'), '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', '0327049d8d63f0c40193cdf3afc61817c8647808a4e482de0716fcef74e6d92ebf', '02ede2c27062cc2b0a04aa49fb456fba071bb160b24e54d3e1252b8404db2a298a_trg']"
5883,,-1,[]
5884,,-1,[]
5885,,-1,[]
5886,,-1,[]
5887,,-1,[]
5888,,-1,[]
5889,0.181,4,"[np.str_('024c59572cd05c4353267f73b1819c84d8e6c0a4c693200b82556ab40716d80111'), '031d2bbc75802689312220a017c6b51fa246efc59c7aa9355f6f7395038ffb4d6a', '02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b', np.str_('0317d6b11e81729192aab651174991a32e566786a7abb45b88898ed27e218a15e6'), '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda_trg']"
5890,31.62,4,"[np.str_('02b33a23440fe60ebab1aa737f1b3de5edbb0353f41f0dac79319d7652a9aed1be'), '03c2abfa93eacec04721c019644584424aab2ba4dff3ac9bdab4e9c97007491dda', '020e56a13babec99abdc2c4afbe34e1e44230d79b234c059fd4ff1e367765fdb1b', '032679fec1213e5b0a23e066c019d7b991b95c6e4d28806b9ebd1362f9e32775cf', '0232fe448d6f8e9e8e54394f3dc5b35013b7a3a3cd227ffce1bb81cc8d285cf0a5_trg']"
5891,,-1,[]
5892,,-1,[]
5893,1.047,2,"[np.str_('029d8f5e059295c2328d9816e7825c381cd0e94d397e6016a627684173a19a947a'), '03a5927b64b1ea8657d5b770d61a3e2d0554fdb5d568773e0d6a92907913ca21f6', '0374ecf61ed6c1208c42339f47decde2bc0c4393ac95f07827b3471e939d7eb961_trg']"
5894,,-1,[]
5895,0.772,6,"[np.str_('03a6f9139dafd65a9ea12abeb0d11a46301b116992fef4f8064f0d1d415e14736e'), '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '03ee180e8ee07f1f9c9987d98b5d5decf6bad7d058bdd8be3ad97c8e0dd2cdc7ba', '026bce917a5854f3c5140cc69c977d19a6d656554120b6dedf045b246941b858c5', '03c436af41160a355fc1ed230a64f6a64bcbd2ae50f12171d1318f9782602be601', '0384417e479afb21bff425f467382f9c064ac08bd422ea36542fa6799e026d77e6', '038df0bd2fad1bfe42d177f18ea5e33543e2b855ef369d06bd94b81d2c87187c82_trg']"
5896,30.6,3,"[np.str_('0264acc9e619ab99250451e8c1e9d36491ce2df83b4e6a376d8a4a2f8d90dfba7f'), '03d37fca0656558de4fd86bbe490a38d84a46228e7ec1361801f54f9437a18d618', '034955913a44e335be62b4e9ee33be036f72d150302163d2cd02ae6546ce9ce899', '038ddc73e450a4bfb52992b35be8b0f52e1a1b4726ff319249a3314a508b616cde_trg']"
5897,,-1,[]
5898,1.12,3,"[np.str_('02755b050a59a834753d0362d805f009e481cacf795c743c72b3d42db2b5cfd144'), '02cdf83ef8e45908b1092125d25c68dcec7751ca8d39f557775cd842e5bc127469', '03bb88ccc444534da7b5b64b4f7b15e1eccb18e102db0e400d4b9cfe93763aa26d', '026c7d28784791a4b31a64eb34d9ab01552055b795919165e6ae886de637632efb_trg']"
